,Unnamed: 0,Date,hour,weekofday,day,month,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude
7351,4123498,01/05/2007 01:40:00 AM,1,4,5,1,034XX W POTOMAC AVE,1020,ARSON,BY FIRE,RESIDENCE,True,False,1422,14.0,26.0,23.0,1153111.0,1908435.0,2007,02/28/2018 03:56:25 PM,41.904595426,-87.713020194
7352,4126019,01/06/2007 08:35:00 PM,20,5,6,1,008XX N FRANCISCO AVE,1090,ARSON,ATTEMPT ARSON,VEHICLE NON-COMMERCIAL,False,False,1311,12.0,26.0,24.0,1156896.0,1905588.0,2007,02/28/2018 03:56:25 PM,41.896707061,-87.699194062
7353,4126853,01/07/2007 02:04:53 PM,14,6,7,1,042XX S MARSHFIELD AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,914,9.0,12.0,61.0,1166054.0,1876626.0,2007,02/10/2018 03:50:01 PM,41.817042041,-87.666384584
7354,4127003,01/08/2007 03:00:00 AM,3,0,8,1,025XX N AUSTIN AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,2512,25.0,29.0,19.0,1135967.0,1916322.0,2007,02/28/2018 03:56:25 PM,41.926561213,-87.775807532
7355,4127191,01/07/2007 12:12:00 PM,12,6,7,1,131XX S MUSKEGON AVE,1035,ARSON,POS: CHEMICAL/DRY-ICE DEVICE,ALLEY,False,False,433,4.0,10.0,55.0,1197104.0,1818412.0,2007,02/28/2018 03:56:25 PM,41.656580379,-87.554419611
7356,4127585,01/07/2007 10:45:00 PM,22,6,7,1,020XX N KIMBALL AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,1413,14.0,26.0,22.0,1153380.0,1913331.0,2007,02/28/2018 03:56:25 PM,41.918025144,-87.711901773
7357,4128225,01/09/2007 02:21:38 AM,2,1,9,1,062XX S FRANCISCO AVE,1020,ARSON,BY FIRE,RESIDENCE-GARAGE,False,False,823,8.0,15.0,66.0,1158119.0,1863149.0,2007,02/28/2018 03:56:25 PM,41.780224659,-87.69585901399998
7358,4128643,01/08/2007 06:10:00 PM,18,0,8,1,056XX S CARPENTER ST,1090,ARSON,ATTEMPT ARSON,RESIDENCE,False,False,712,7.0,16.0,68.0,1170275.0,1867452.0,2007,02/28/2018 03:56:25 PM,41.791776655999996,-87.651167968
7359,4129389,01/03/2007 06:31:29 AM,6,2,3,1,079XX S ABERDEEN ST,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,612,6.0,17.0,71.0,1170362.0,1852135.0,2007,02/28/2018 03:56:25 PM,41.749743024000004,-87.651294348
7360,4129578,01/09/2007 06:37:24 PM,18,1,9,1,090XX S BALTIMORE AVE,1020,ARSON,BY FIRE,RESIDENCE,False,False,424,4.0,10.0,46.0,1198467.0,1845602.0,2007,02/28/2018 03:56:25 PM,41.731158482,-87.548525829
7361,4129672,01/10/2007 12:50:00 AM,0,2,10,1,039XX W 85TH ST,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,834,8.0,18.0,70.0,1151546.0,1847911.0,2007,02/28/2018 03:56:25 PM,41.738540243,-87.720355015
7362,4129687,01/09/2007 06:35:00 PM,18,1,9,1,061XX S WHIPPLE ST,1020,ARSON,BY FIRE,OTHER,False,False,823,8.0,15.0,66.0,1157102.0,1863851.0,2007,02/28/2018 03:56:25 PM,41.782171677,-87.69956856
7363,4131194,01/10/2007 12:42:23 PM,12,2,10,1,020XX W 62ND ST,1090,ARSON,ATTEMPT ARSON,"SCHOOL, PUBLIC, BUILDING",True,False,714,7.0,15.0,67.0,1163651.0,1863525.0,2007,02/10/2018 03:50:01 PM,41.781142124,-87.675567181
7364,4131229,01/10/2007 11:16:00 AM,11,2,10,1,055XX S DAMEN AVE,1020,ARSON,BY FIRE,APARTMENT,False,False,715,7.0,15.0,67.0,1163972.0,1867880.0,2007,02/28/2018 03:56:25 PM,41.793086059000004,-87.674267933
7365,4132317,01/11/2007 10:35:33 PM,22,3,11,1,048XX W SCHUBERT AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,2521,25.0,31.0,19.0,1143707.0,1917522.0,2007,02/28/2018 03:56:25 PM,41.929712511,-87.747336041
7366,4133426,01/11/2007 12:30:00 PM,12,3,11,1,078XX S COTTAGE GROVE AVE,1020,ARSON,BY FIRE,CURRENCY EXCHANGE,False,False,624,6.0,6.0,69.0,1182926.0,1853102.0,2007,02/10/2018 03:50:01 PM,41.752114055,-87.605224922
7367,4134070,01/13/2007 05:15:00 AM,5,5,13,1,110XX S AVENUE D,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,433,4.0,10.0,52.0,1204129.0,1832459.0,2007,02/10/2018 03:50:01 PM,41.694949574,-87.528234614
7368,4134494,01/13/2007 05:53:08 AM,5,5,13,1,068XX S PERRY AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,True,True,722,7.0,6.0,69.0,1176578.0,1859643.0,2007,02/28/2018 03:56:25 PM,41.770208372,-87.628290908
7369,4137230,01/15/2007 05:28:41 AM,5,0,15,1,009XX N PULASKI RD,1090,ARSON,ATTEMPT ARSON,RESIDENCE,False,True,1111,11.0,37.0,23.0,1149550.0,1906002.0,2007,02/28/2018 03:56:25 PM,41.897988944,-87.726164111
7370,4138134,01/16/2007 10:59:08 AM,10,1,16,1,085XX S EXCHANGE AVE,1020,ARSON,BY FIRE,RESIDENCE,False,False,423,4.0,10.0,46.0,1197295.0,1848953.0,2007,02/28/2018 03:56:25 PM,41.740383136999995,-87.55270785100002
7371,4138308,01/17/2007 01:00:00 AM,1,2,17,1,047XX S LAFLIN ST,1025,ARSON,AGGRAVATED,RESIDENCE,False,False,931,9.0,20.0,61.0,1167136.0,1873236.0,2007,02/28/2018 03:56:25 PM,41.807716395,-87.662512595
7372,4138316,01/17/2007 12:36:03 AM,0,2,17,1,104XX S AVENUE F,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,432,4.0,10.0,52.0,1203488.0,1836289.0,2007,02/10/2018 03:50:01 PM,41.705475825,-87.53045072299999
7373,4138457,01/12/2007 07:45:00 AM,7,4,12,1,012XX W ERIE ST,1020,ARSON,BY FIRE,"SCHOOL, PUBLIC, BUILDING",False,False,1324,12.0,27.0,24.0,1167984.0,1904497.0,2007,02/28/2018 03:56:25 PM,41.893481171,-87.658501324
7374,4139683,01/15/2007 01:39:12 PM,13,0,15,1,006XX E 134TH PL,1020,ARSON,BY FIRE,RESIDENCE,True,True,533,5.0,9.0,54.0,1182809.0,1816223.0,2007,02/10/2018 03:50:01 PM,41.650916001,-87.606793765
7375,4139803,01/18/2007 09:24:00 PM,21,3,18,1,066XX S RHODES AVE,1020,ARSON,BY FIRE,APARTMENT,False,False,321,3.0,20.0,42.0,1181041.0,1861180.0,2007,02/10/2018 03:50:01 PM,41.774324493,-87.611884268
7376,4140278,01/18/2007 03:30:00 AM,3,3,18,1,066XX S SACRAMENTO AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,831,8.0,15.0,66.0,1157528.0,1860358.0,2007,02/28/2018 03:56:25 PM,41.772577748,-87.698101314
7377,4141075,01/18/2007 05:06:53 PM,17,3,18,1,010XX W VAN BUREN ST,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,1213,12.0,2.0,28.0,1169435.0,1898349.0,2007,02/28/2018 03:56:25 PM,41.876579191,-87.65335125899998
7378,4141867,01/18/2007 01:10:00 PM,13,3,18,1,059XX N NINA AVE,1020,ARSON,BY FIRE,RESIDENCE,False,False,1612,16.0,41.0,10.0,1128849.0,1939158.0,2007,02/10/2018 03:50:01 PM,41.989349734,-87.80144262700001
7379,4142430,01/20/2007 01:00:00 AM,1,5,20,1,049XX W HUBBARD ST,1025,ARSON,AGGRAVATED,RESIDENCE,False,False,1532,15.0,28.0,25.0,1143426.0,1902560.0,2007,02/28/2018 03:56:25 PM,41.888660422,-87.748743373
7380,4142545,01/16/2007 10:38:55 PM,22,1,16,1,066XX S PEORIA ST,1020,ARSON,BY FIRE,ABANDONED BUILDING,False,False,723,7.0,16.0,68.0,1171448.0,1860898.0,2007,02/28/2018 03:56:25 PM,41.773766103,-87.647058608
7381,4142994,01/20/2007 05:17:00 AM,5,5,20,1,055XX S HOMAN AVE,1090,ARSON,ATTEMPT ARSON,VEHICLE NON-COMMERCIAL,False,False,822,8.0,14.0,63.0,1154656.0,1867660.0,2007,02/28/2018 03:56:25 PM,41.792673253000004,-87.708434844
7382,4143577,01/19/2007 12:01:00 AM,0,4,19,1,061XX S CHAMPLAIN AVE,1020,ARSON,BY FIRE,RESIDENCE PORCH/HALLWAY,False,False,313,3.0,20.0,42.0,1181623.0,1864501.0,2007,02/10/2018 03:50:01 PM,41.783424215,-87.609648327
7383,4143621,01/18/2007 11:05:00 PM,23,3,18,1,030XX N AVERS AVE,1090,ARSON,ATTEMPT ARSON,RESIDENCE PORCH/HALLWAY,True,False,2523,25.0,30.0,21.0,1150525.0,1920045.0,2007,02/10/2018 03:50:01 PM,41.936505233000005,-87.72221546
7384,4143984,01/21/2007 06:28:00 AM,6,6,21,1,050XX W MONTANA ST,1025,ARSON,AGGRAVATED,APARTMENT,False,False,2521,25.0,31.0,19.0,1142368.0,1915836.0,2007,02/28/2018 03:56:25 PM,41.925110962,-87.752298544
7385,4144390,01/21/2007 03:06:52 PM,15,6,21,1,022XX W BELMONT AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,1913,19.0,32.0,5.0,1160826.0,1921212.0,2007,02/28/2018 03:56:25 PM,41.939499814,-87.68432554600003
7386,4144542,01/21/2007 10:20:00 PM,22,6,21,1,007XX N HARDING AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,1112,11.0,27.0,23.0,1149924.0,1904627.0,2007,02/28/2018 03:56:25 PM,41.894208531,-87.72482625200001
7387,4144674,01/21/2007 02:48:23 AM,2,6,21,1,025XX W 21ST ST,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,1023,10.0,28.0,31.0,1159705.0,1889987.0,2007,02/10/2018 03:50:01 PM,41.853839008,-87.689307002
7388,4145491,01/22/2007 07:55:00 AM,7,0,22,1,029XX W JACKSON BLVD,1020,ARSON,BY FIRE,RESIDENCE,False,False,1124,11.0,28.0,27.0,1156668.0,1898548.0,2007,02/10/2018 03:50:01 PM,41.877393256,-87.70022224
7389,4146434,01/23/2007 04:14:00 AM,4,1,23,1,008XX W 53RD ST,1025,ARSON,AGGRAVATED,RESIDENCE,False,False,934,9.0,3.0,61.0,1171548.0,1869666.0,2007,02/28/2018 03:56:25 PM,41.7978243,-87.646435251
7390,4146904,01/23/2007 10:29:27 AM,10,1,23,1,031XX S RACINE AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,924,9.0,11.0,60.0,1168832.0,1883802.0,2007,02/28/2018 03:56:25 PM,41.836674077,-87.655986621
7391,4147032,01/23/2007 08:16:22 AM,8,1,23,1,052XX S WOLCOTT AVE,1020,ARSON,BY FIRE,RESIDENCE,False,False,915,9.0,16.0,61.0,1164571.0,1869980.0,2007,02/10/2018 03:50:01 PM,41.798836095,-87.672012219
7392,4147519,01/23/2007 05:05:00 PM,17,1,23,1,022XX S DRAKE AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,1024,10.0,22.0,30.0,1153054.0,1888806.0,2007,02/28/2018 03:56:25 PM,41.850732498,-87.713750081
7393,4152059,01/27/2007 02:25:14 AM,2,5,27,1,001XX N PINE AVE,1090,ARSON,ATTEMPT ARSON,RESIDENCE PORCH/HALLWAY,False,False,1523,15.0,28.0,25.0,1139480.0,1900473.0,2007,02/28/2018 03:56:25 PM,41.883006284000004,-87.763285669
7394,4152387,01/28/2007 12:59:35 AM,0,6,28,1,025XX W 46TH ST,1020,ARSON,BY FIRE,RESIDENCE-GARAGE,False,False,914,9.0,12.0,58.0,1160151.0,1874088.0,2007,02/28/2018 03:56:25 PM,41.810201143,-87.688108321
7395,4152434,01/27/2007 12:00:00 PM,12,5,27,1,114XX S HALE AVE,1090,ARSON,ATTEMPT ARSON,APARTMENT,False,False,2212,22.0,19.0,75.0,1164967.0,1828651.0,2007,02/28/2018 03:56:25 PM,41.68541482,-87.67172525
7396,4154880,01/29/2007 09:04:00 PM,21,0,29,1,050XX W CONCORD PL,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,2533,25.0,37.0,25.0,1142549.0,1910501.0,2007,02/28/2018 03:56:25 PM,41.910467789,-87.751766395
7397,4156090,01/30/2007 06:41:09 PM,18,1,30,1,005XX S LOTUS AVE,1090,ARSON,ATTEMPT ARSON,RESIDENCE,False,False,1522,15.0,29.0,25.0,1139968.0,1897038.0,2007,02/28/2018 03:56:25 PM,41.87357129,-87.761577712
7398,4158953,02/01/2007 03:00:00 PM,15,3,1,2,003XX S WACKER DR,1030,ARSON,POS: EXPLOSIVE/INCENDIARY DEV,COMMERCIAL / BUSINESS OFFICE,False,False,112,1.0,2.0,32.0,1173975.0,1898794.0,2007,02/28/2018 03:56:25 PM,41.87770039,-87.636668714
7399,4161046,02/04/2007 04:46:47 AM,4,6,4,2,018XX W 94TH ST,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,2221,22.0,19.0,72.0,1165661.0,1842340.0,2007,02/28/2018 03:56:25 PM,41.722965045,-87.668797973
7400,4161584,02/04/2007 06:33:59 PM,18,6,4,2,033XX W 53RD ST,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,True,False,822,8.0,14.0,63.0,1155170.0,1869287.0,2007,02/10/2018 03:50:01 PM,41.797127705,-87.706506553
7401,4163183,02/06/2007 04:00:00 AM,4,1,6,2,061XX S MARSHFIELD AVE,1090,ARSON,ATTEMPT ARSON,RESIDENCE PORCH/HALLWAY,False,False,714,7.0,15.0,67.0,1166391.0,1864078.0,2007,02/28/2018 03:56:25 PM,41.782601671,-87.665505994
7402,4164761,02/07/2007 11:06:08 PM,23,2,7,2,081XX S MAPLEWOOD AVE,1020,ARSON,BY FIRE,RESIDENCE-GARAGE,False,False,835,8.0,18.0,70.0,1160775.0,1850738.0,2007,02/28/2018 03:56:25 PM,41.746112612,-87.686463804
7403,4166499,02/09/2007 05:20:00 AM,5,4,9,2,111XX S ASHLAND AVE,1025,ARSON,AGGRAVATED,RESIDENCE,False,False,2234,22.0,34.0,75.0,1167595.0,1830966.0,2007,02/28/2018 03:56:25 PM,41.691711785,-87.662038687
7404,4167561,02/10/2007 12:46:00 AM,0,5,10,2,010XX W 88TH ST,1025,ARSON,AGGRAVATED,RESIDENCE PORCH/HALLWAY,True,False,2222,22.0,21.0,71.0,1170747.0,1846458.0,2007,02/28/2018 03:56:25 PM,41.734156178,-87.650048725
7405,4169142,02/11/2007 10:40:00 PM,22,6,11,2,035XX W FLOURNOY ST,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,True,1133,11.0,24.0,27.0,1152856.0,1896802.0,2007,02/28/2018 03:56:25 PM,41.872678353000005,-87.71426517200001
7406,4169575,02/08/2007 08:30:00 PM,20,3,8,2,078XX S COLES AVE,1025,ARSON,AGGRAVATED,RESIDENCE,False,False,421,4.0,7.0,43.0,1197451.0,1853774.0,2007,02/28/2018 03:56:25 PM,41.753608433000004,-87.5519759
7407,4170167,02/12/2007 07:54:32 AM,7,0,12,2,025XX W HADDON AVE,1090,ARSON,ATTEMPT ARSON,VEHICLE NON-COMMERCIAL,False,False,1312,12.0,26.0,24.0,1159205.0,1907553.0,2007,02/28/2018 03:56:25 PM,41.90205204,-87.690659411
7408,4170906,02/13/2007 10:59:55 PM,22,1,13,2,017XX W 71ST ST,1025,ARSON,AGGRAVATED,RESIDENCE,False,False,735,7.0,17.0,67.0,1165757.0,1857609.0,2007,02/28/2018 03:56:25 PM,41.764863374,-87.66801391
7409,4170940,02/13/2007 10:04:38 AM,10,1,13,2,032XX S DAMEN AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,913,9.0,11.0,59.0,1163547.0,1883099.0,2007,02/10/2018 03:50:01 PM,41.834857697,-87.675399096
7410,4173400,02/16/2007 05:21:00 AM,5,4,16,2,083XX S KOLIN AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,True,True,834,8.0,18.0,70.0,1148869.0,1848814.0,2007,02/10/2018 03:50:01 PM,41.741070143,-87.73013991799999
7411,4174941,02/17/2007 11:55:18 AM,11,5,17,2,036XX W GRENSHAW ST,1025,ARSON,AGGRAVATED,RESIDENCE PORCH/HALLWAY,False,False,1133,11.0,24.0,29.0,1152292.0,1894797.0,2007,02/10/2018 03:50:01 PM,41.867187554000004,-87.716388793
7412,4175815,02/18/2007 09:49:42 PM,21,6,18,2,011XX N MONTICELLO AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,1112,11.0,27.0,23.0,1151833.0,1907368.0,2007,02/28/2018 03:56:25 PM,41.901692739,-87.71774280700001
7413,4175979,02/18/2007 12:27:00 PM,12,6,18,2,032XX W BLOOMINGDALE AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,1421,14.0,26.0,23.0,1154445.0,1911746.0,2007,02/28/2018 03:56:25 PM,41.913654526,-87.70803134399998
7414,4176804,02/20/2007 02:07:09 AM,2,1,20,2,052XX S KOLIN AVE,1020,ARSON,BY FIRE,RESIDENCE-GARAGE,False,False,815,8.0,23.0,57.0,1148250.0,1869557.0,2007,02/28/2018 03:56:25 PM,41.798004291999995,-87.731876445
7415,4179058,02/20/2007 12:20:00 PM,12,1,20,2,013XX E 72ND ST,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,324,3.0,5.0,43.0,1186457.0,1857533.0,2007,02/28/2018 03:56:25 PM,41.764190408000005,-87.59214563799999
7416,4181105,02/22/2007 06:22:50 AM,6,3,22,2,003XX N CENTRAL AVE,1090,ARSON,ATTEMPT ARSON,RESIDENCE,False,False,1523,15.0,28.0,25.0,1138981.0,1901770.0,2007,02/28/2018 03:56:25 PM,41.8865745,-87.765086511
7417,4182476,02/23/2007 08:30:02 AM,8,4,23,2,049XX W SUPERIOR ST,1090,ARSON,ATTEMPT ARSON,APARTMENT,False,False,1531,15.0,37.0,25.0,1143347.0,1904516.0,2007,02/28/2018 03:56:25 PM,41.894029393000004,-87.748984575
7418,4182833,02/24/2007 07:30:00 AM,7,5,24,2,011XX N HARDING AVE,1020,ARSON,BY FIRE,RESIDENCE,False,False,1112,11.0,27.0,23.0,1149846.0,1907270.0,2007,02/10/2018 03:50:01 PM,41.901462711,-87.7250439
7419,4184093,02/25/2007 07:03:35 PM,19,6,25,2,012XX W 91ST ST,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,2222,22.0,21.0,73.0,1169812.0,1844440.0,2007,02/28/2018 03:56:25 PM,41.728638815,-87.653532519
7420,4184572,02/25/2007 08:09:18 PM,20,6,25,2,026XX E 122ND ST,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,434,4.0,10.0,51.0,1195464.0,1824661.0,2007,02/28/2018 03:56:25 PM,41.673768886,-87.56021534799999
7421,4184767,02/22/2007 04:19:00 PM,16,3,22,2,065XX S LOOMIS BLVD,1025,ARSON,AGGRAVATED,RESIDENCE,True,True,725,7.0,17.0,67.0,1168122.0,1861308.0,2007,02/10/2018 03:50:01 PM,41.77496338,-87.65923924399998
7422,4186588,02/27/2007 10:49:48 PM,22,1,27,2,071XX S EAST END AVE,1025,ARSON,AGGRAVATED,APARTMENT,False,False,324,3.0,8.0,43.0,1188772.0,1857886.0,2007,02/28/2018 03:56:25 PM,41.765104018,-87.58364944799999
7423,4187839,03/01/2007 01:09:14 AM,1,3,1,3,058XX S LAFAYETTE AVE,1020,ARSON,BY FIRE,VACANT LOT/LAND,False,False,233,2.0,20.0,40.0,1176976.0,1866321.0,2007,02/28/2018 03:56:25 PM,41.788524543,-87.62663084
7424,4187902,03/01/2007 02:57:00 AM,2,3,1,3,016XX N SPAULDING AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,True,False,1422,14.0,26.0,23.0,1153892.0,1910726.0,2007,02/10/2018 03:50:01 PM,41.910866602,-87.71009019700001
7425,4188085,02/28/2007 06:53:40 AM,6,2,28,2,011XX E 93RD ST,1090,ARSON,ATTEMPT ARSON,RESIDENCE,False,False,413,4.0,8.0,47.0,1185317.0,1843540.0,2007,02/28/2018 03:56:25 PM,41.725819052,-87.59676297600002
7426,4189181,03/02/2007 03:50:00 AM,3,4,2,3,043XX W WILCOX ST,1090,ARSON,ATTEMPT ARSON,APARTMENT,True,True,1115,11.0,28.0,26.0,1147493.0,1898984.0,2007,02/28/2018 03:56:25 PM,41.87877047,-87.73389941399998
7427,4191605,03/03/2007 04:56:01 AM,4,5,3,3,030XX N MENARD AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,True,True,2514,25.0,30.0,19.0,1137181.0,1919711.0,2007,02/10/2018 03:50:01 PM,41.935839252,-87.771264924
7428,4191902,03/03/2007 12:05:00 AM,0,5,3,3,070XX N RAVENSWOOD AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,2424,24.0,49.0,1.0,1163056.0,1947206.0,2007,02/28/2018 03:56:25 PM,42.010781748,-87.675395919
7429,4192539,03/04/2007 08:30:00 PM,20,6,4,3,045XX N BEACON ST,1090,ARSON,ATTEMPT ARSON,PARKING LOT/GARAGE(NON.RESID.),False,False,2311,19.0,46.0,3.0,1166349.0,1930297.0,2007,02/28/2018 03:56:25 PM,41.964312917,-87.663766131
7430,4193432,03/04/2007 09:07:00 PM,21,6,4,3,047XX N MALDEN ST,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,2311,19.0,46.0,3.0,1166621.0,1931521.0,2007,02/28/2018 03:56:25 PM,41.967665781,-87.662730846
7431,4193547,03/06/2007 02:22:35 AM,2,1,6,3,021XX N MASON AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,2515,25.0,29.0,19.0,1136390.0,1913470.0,2007,02/10/2018 03:50:01 PM,41.918727441,-87.77432149100002
7432,4193586,03/05/2007 02:00:00 AM,2,0,5,3,055XX S SPAULDING AVE,1090,ARSON,ATTEMPT ARSON,RESIDENCE,False,False,822,8.0,14.0,63.0,1155325.0,1867651.0,2007,02/10/2018 03:50:01 PM,41.792635186,-87.705981926
7433,4198295,03/09/2007 09:15:45 AM,9,4,9,3,027XX W CERMAK RD,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,1034,10.0,28.0,30.0,1158226.0,1889274.0,2007,02/28/2018 03:56:25 PM,41.851912771,-87.694754965
7434,4198631,03/09/2007 11:00:00 PM,23,4,9,3,030XX S SHIELDS AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,2113,9.0,11.0,34.0,1174455.0,1884590.0,2007,02/28/2018 03:56:25 PM,41.838712884,-87.635330278
7435,4198731,03/09/2007 11:08:00 AM,11,4,9,3,031XX W LEXINGTON ST,1025,ARSON,AGGRAVATED,RESIDENCE PORCH/HALLWAY,True,False,1134,11.0,24.0,27.0,1155649.0,1896534.0,2007,02/28/2018 03:56:25 PM,41.871887199,-87.70401796200001
7436,4198854,03/10/2007 04:18:09 AM,4,5,10,3,019XX W 79TH ST,1025,ARSON,AGGRAVATED,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,611,6.0,18.0,71.0,1164626.0,1852272.0,2007,02/28/2018 03:56:25 PM,41.750241822,-87.672309666
7437,4198996,03/09/2007 05:00:00 AM,5,4,9,3,080XX S STONY ISLAND AVE,1020,ARSON,BY FIRE,OTHER,False,False,411,4.0,8.0,45.0,1188211.0,1851967.0,2007,02/28/2018 03:56:25 PM,41.748875144,-87.58589413700001
7438,4199082,03/09/2007 08:47:53 AM,8,4,9,3,071XX S UNION AVE,1020,ARSON,BY FIRE,STREET,False,False,732,7.0,6.0,68.0,1172982.0,1857627.0,2007,02/28/2018 03:56:25 PM,41.764756363000004,-87.64153174799999
7439,4199190,03/10/2007 03:46:27 AM,3,5,10,3,005XX N LARAMIE AVE,1020,ARSON,BY FIRE,RESIDENCE,False,False,1523,15.0,28.0,25.0,1141597.0,1903267.0,2007,02/28/2018 03:56:25 PM,41.890634512,-87.75544274299999
7440,4199501,03/09/2007 11:42:00 PM,23,4,9,3,035XX N RETA AVE,1025,ARSON,AGGRAVATED,RESIDENCE PORCH/HALLWAY,True,False,2331,19.0,44.0,6.0,1169966.0,1923690.0,2007,02/28/2018 03:56:25 PM,41.94610475,-87.650661051
7441,4199609,03/11/2007 12:21:00 AM,0,6,11,3,015XX E 73RD PL,1020,ARSON,BY FIRE,APARTMENT,False,False,324,3.0,5.0,43.0,1187639.0,1856558.0,2007,02/28/2018 03:56:25 PM,41.761486891,-87.587844352
7442,4199712,03/10/2007 08:50:00 AM,8,5,10,3,007XX N RIDGEWAY AVE,1020,ARSON,BY FIRE,RESIDENCE,False,False,1112,11.0,27.0,23.0,1151253.0,1904721.0,2007,02/28/2018 03:56:25 PM,41.894440508,-87.719942744
7443,4200449,03/10/2007 06:29:40 PM,18,5,10,3,065XX S DORCHESTER AVE,1035,ARSON,POS: CHEMICAL/DRY-ICE DEVICE,STREET,True,False,321,3.0,20.0,42.0,1186487.0,1861850.0,2007,02/10/2018 03:50:01 PM,41.776035928,-87.59189928
7444,4200628,03/11/2007 01:10:00 PM,13,6,11,3,064XX S OAKLEY AVE,1020,ARSON,BY FIRE,RESIDENCE,True,False,825,8.0,15.0,66.0,1162181.0,1861867.0,2007,02/28/2018 03:56:25 PM,41.776623076999996,-87.68100264700001
7445,4201213,03/12/2007 01:30:00 AM,1,0,12,3,055XX W LELAND AVE,1020,ARSON,BY FIRE,APARTMENT,False,False,1623,16.0,45.0,15.0,1138490.0,1930534.0,2007,02/28/2018 03:56:25 PM,41.965514966,-87.766190965
7446,4201415,03/10/2007 06:45:00 AM,6,5,10,3,035XX N FREMONT ST,1025,ARSON,AGGRAVATED,RESIDENCE PORCH/HALLWAY,True,False,2331,19.0,44.0,6.0,1169636.0,1923791.0,2007,02/28/2018 03:56:25 PM,41.946389104,-87.65187106100002
7447,4202782,03/13/2007 05:27:00 AM,5,1,13,3,108XX S HOXIE AVE,1025,ARSON,AGGRAVATED,RESIDENCE,False,False,434,4.0,10.0,51.0,1195236.0,1833707.0,2007,02/28/2018 03:56:25 PM,41.698597706,-87.56075291200001
7448,4203399,03/14/2007 03:10:00 AM,3,2,14,3,005XX E 60TH ST,1020,ARSON,BY FIRE,RESIDENCE PORCH/HALLWAY,False,False,313,3.0,20.0,42.0,1180754.0,1865343.0,2007,02/10/2018 03:50:01 PM,41.785754769,-87.612808477
7449,4205290,03/14/2007 10:00:00 PM,22,2,14,3,045XX W LAKE ST,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,1113,11.0,28.0,26.0,1146059.0,1901691.0,2007,02/10/2018 03:50:01 PM,41.886226156999996,-87.739096012
7450,4205355,03/14/2007 04:29:00 AM,4,2,14,3,074XX S COTTAGE GROVE AVE,1020,ARSON,BY FIRE,SMALL RETAIL STORE,False,False,323,3.0,6.0,69.0,1182849.0,1855828.0,2007,02/10/2018 03:50:01 PM,41.759596269,-87.605422568
